user_id,Gender,Age,fit preference,Height,Weight
1815,Male,40,tighter,174,78
1816,Male,47,tighter,183,90
1817,Male,31,looser,180,87
1818,Male,33,looser,184,93
1819,Male,25,tighter,178,88
1820,Male,32,tighter,183,97
1821,Male,18,tighter,183,99
1822,Male,36,tighter,177,79
1823,Male,48,tighter,175,85
1824,Male,29,looser,163,69
1825,Male,42,tighter,176,84
1826,Male,48,tighter,164,77
1827,Male,19,looser,181,94
1828,Male,21,perfect,174,78
1829,Male,38,looser,171,71
1830,Male,45,tighter,176,91
1831,Male,33,looser,168,79
1832,Male,34,perfect,172,80
1833,Male,45,perfect,172,78
1834,Male,46,looser,168,75
1835,Male,27,perfect,179,88
1836,Male,37,tighter,173,86
1837,Male,28,looser,179,89
1838,Male,43,perfect,182,97
1839,Male,22,tighter,181,94
1840,Male,23,perfect,165,73
1841,Male,22,perfect,168,78
1842,Male,29,perfect,182,91
1843,Male,22,looser,173,80
1844,Male,35,tighter,177,81
1845,Male,44,tighter,185,90
1846,Male,38,perfect,174,77
1847,Male,37,looser,177,82
1848,Male,21,tighter,166,75
1849,Male,39,tighter,174,79
1850,Male,30,looser,168,71
1851,Male,30,perfect,183,89
1852,Male,42,perfect,172,78
1853,Male,38,perfect,182,95
1854,Male,46,perfect,180,88
1855,Male,35,looser,184,99
1856,Male,24,tighter,180,93
1857,Male,24,tighter,178,99
1858,Male,21,tighter,181,94
1859,Male,27,tighter,192,101
1860,Male,28,perfect,181,89
1861,Male,42,perfect,169,72
1862,Male,47,perfect,180,91
1863,Male,42,tighter,179,87
1864,Male,22,looser,174,82
1865,Male,21,tighter,162,66
1866,Male,46,looser,174,83
1867,Male,43,perfect,170,84
1868,Male,25,tighter,168,73
1869,Male,32,perfect,177,90
1870,Male,36,looser,166,76
1871,Male,36,looser,170,83
1872,Male,26,tighter,181,91
1873,Male,35,tighter,176,91
1874,Male,48,tighter,174,88
1875,Male,44,perfect,176,81
1876,Male,18,tighter,175,84
1877,Male,20,looser,174,84
1878,Male,27,looser,164,71
1879,Male,36,tighter,170,76
1880,Male,46,looser,175,83
1881,Male,18,perfect,162,71
1882,Male,35,tighter,170,68
1883,Male,30,perfect,177,87
1884,Male,22,tighter,180,84
1885,Male,27,perfect,185,98
1886,Male,25,tighter,188,92
1887,Male,41,tighter,178,85
1888,Male,49,looser,181,95
1889,Male,46,looser,174,77
1890,Male,23,looser,171,80
1891,Male,39,tighter,182,95
1892,Male,46,looser,174,88
1893,Male,43,tighter,169,78
1894,Male,38,perfect,185,88
1895,Male,45,looser,186,92
1896,Male,24,tighter,182,89
1897,Male,29,perfect,194,110
1898,Male,31,looser,180,95
1899,Male,30,looser,183,103
1900,Male,33,tighter,183,95
1901,Male,27,looser,173,86
1902,Male,27,tighter,172,77
1903,Male,36,tighter,156,60
1904,Male,47,tighter,174,87
1905,Male,30,looser,181,96
1906,Male,39,tighter,181,93
1907,Male,23,tighter,182,89
1908,Male,40,looser,183,93
1909,Male,30,looser,178,82
1910,Male,48,tighter,173,83
1911,Male,46,perfect,169,74
1912,Male,21,perfect,171,72
1913,Male,29,looser,177,84
1914,Male,42,looser,171,78
1915,Male,27,tighter,166,75
1916,Male,44,tighter,156,61
1917,Male,45,tighter,186,99
1918,Male,21,looser,163,76
1919,Male,33,tighter,176,86
1920,Male,34,looser,178,87
1921,Male,41,tighter,160,70
1922,Male,29,looser,171,76
1923,Male,18,perfect,196,104
1924,Male,18,tighter,176,79
1925,Male,47,tighter,180,83
1926,Male,33,perfect,172,83
1927,Male,19,perfect,175,82
1928,Male,32,looser,190,101
1929,Male,29,looser,166,66
1930,Male,19,perfect,171,73
1931,Male,28,perfect,167,78
1932,Male,28,tighter,171,77
1933,Male,49,tighter,177,81
1934,Male,49,perfect,181,86
1935,Male,26,perfect,181,88
1936,Male,33,perfect,165,73
1937,Male,49,perfect,181,91
1938,Male,25,perfect,170,80
1939,Male,46,tighter,162,63
1940,Male,24,looser,180,87
1941,Male,41,perfect,173,82
1942,Male,40,perfect,174,80
1943,Male,45,perfect,152,50
1944,Male,26,perfect,173,84
1945,Male,45,looser,173,77
1946,Male,35,tighter,190,99
1947,Male,29,tighter,173,89
1948,Male,22,tighter,165,71
1949,Male,43,perfect,179,94
1950,Male,45,tighter,189,102
1951,Male,41,tighter,158,69
1952,Male,37,tighter,169,73
1953,Male,21,tighter,178,88
1954,Male,37,perfect,180,82
1955,Male,27,looser,193,108
1956,Male,47,perfect,181,92
1957,Male,35,perfect,176,88
1958,Male,49,perfect,172,79
1959,Male,28,tighter,176,77
1960,Male,27,perfect,186,98
1961,Male,22,looser,168,75
1962,Male,20,looser,182,95
1963,Male,19,tighter,170,77
1964,Male,37,tighter,174,82
1965,Male,33,perfect,179,87
1966,Male,21,tighter,177,86
1967,Male,35,looser,171,77
1968,Male,40,perfect,175,85
1969,Male,18,perfect,175,92
1970,Male,36,tighter,172,79
1971,Male,41,tighter,168,68
1972,Male,24,looser,171,78
1973,Male,30,tighter,172,89
1974,Male,22,tighter,169,85
1975,Male,24,perfect,180,89
1976,Male,42,perfect,183,91
1977,Male,37,tighter,171,81
1978,Male,39,perfect,177,88
1979,Male,21,looser,172,84
1980,Male,41,perfect,160,72
1981,Male,18,looser,179,84
1982,Male,32,looser,188,103
1983,Male,27,perfect,168,75
1984,Male,40,looser,178,82
1985,Male,34,perfect,171,82
1986,Male,48,tighter,173,82
1987,Male,19,looser,191,102
1988,Male,49,perfect,166,74
1989,Male,18,tighter,181,96
1990,Male,46,perfect,183,91
1991,Male,27,perfect,171,74
1992,Male,44,perfect,161,68
1993,Male,28,looser,183,94
1994,Male,39,looser,166,77
1995,Male,38,perfect,162,68
1996,Male,39,looser,169,82
1997,Male,18,looser,184,97
1998,Male,40,perfect,170,89
1999,Male,27,tighter,176,86
2000,Male,39,tighter,165,78
2001,Male,34,perfect,175,85
2002,Male,42,perfect,170,84
2003,Male,45,perfect,178,86
2004,Male,48,looser,170,84
2005,Male,49,perfect,176,87
2006,Male,38,perfect,179,83
2007,Male,49,looser,165,67
2008,Male,29,looser,173,84
2009,Male,18,looser,168,87
2010,Male,45,looser,180,91
2011,Male,45,perfect,178,83
2012,Male,29,looser,172,84
2013,Male,33,looser,174,88
2014,Male,37,perfect,184,98
2015,Male,34,perfect,200,121
2016,Male,43,tighter,170,79
2017,Male,45,tighter,169,74
2018,Male,23,perfect,170,72
2019,Male,49,perfect,187,102
2020,Male,32,tighter,165,69
2021,Male,49,perfect,171,75
2022,Male,33,perfect,172,76
2023,Male,49,perfect,176,79
2024,Male,46,perfect,176,80
2025,Male,40,tighter,165,67
2026,Male,19,looser,172,78
2027,Male,29,perfect,183,87
2028,Male,48,tighter,178,91
2029,Male,38,perfect,172,68
2030,Male,47,perfect,170,84
2031,Male,47,looser,185,96
2032,Male,41,perfect,179,87
2033,Male,36,looser,175,79
2034,Male,29,tighter,187,97
2035,Male,36,looser,176,89
2036,Male,32,tighter,176,82
2037,Male,46,looser,181,98
2038,Male,46,looser,183,93
2039,Male,45,tighter,172,78
2040,Male,27,perfect,172,81
2041,Male,22,looser,180,96
2042,Male,35,perfect,173,76
2043,Male,37,looser,174,86
2044,Male,35,perfect,180,90
2045,Male,42,perfect,171,78
2046,Male,49,tighter,169,76
2047,Male,47,tighter,168,77
2048,Male,37,perfect,169,75
2049,Male,42,tighter,174,80
2050,Male,18,tighter,162,71
2051,Male,19,perfect,168,76
2052,Male,26,perfect,167,75
2053,Male,34,perfect,175,85
2054,Male,23,tighter,186,95
2055,Male,24,perfect,165,66
2056,Male,43,looser,178,96
2057,Male,48,tighter,177,88
2058,Male,32,perfect,179,89
2059,Male,18,tighter,172,82
2060,Male,21,tighter,182,95
2061,Male,29,tighter,180,78
2062,Male,26,looser,170,81
2063,Male,29,perfect,172,76
2064,Male,46,looser,172,87
2065,Male,20,tighter,169,84
2066,Male,18,tighter,178,93
2067,Male,47,perfect,186,98
2068,Male,29,tighter,167,69
2069,Male,18,perfect,179,81
2070,Male,40,tighter,172,84
2071,Male,43,looser,196,113
2072,Male,46,perfect,183,94
2073,Male,37,looser,166,80
2074,Male,30,perfect,167,75
2075,Male,26,perfect,192,108
2076,Male,32,perfect,176,87
2077,Male,22,perfect,177,92
2078,Male,47,tighter,175,79
2079,Male,39,looser,175,93
2080,Male,20,perfect,174,82
2081,Male,30,looser,178,83
2082,Male,49,tighter,172,76
2083,Male,46,tighter,181,87
2084,Male,40,perfect,172,74
2085,Male,30,tighter,178,85
2086,Male,35,perfect,179,89
2087,Male,28,tighter,175,85
2088,Male,31,perfect,188,95
2089,Male,25,looser,176,86
2090,Male,49,perfect,184,92
2091,Male,37,perfect,176,81
2092,Male,46,looser,163,72
2093,Male,38,perfect,158,73
2094,Male,49,looser,168,70
2095,Male,30,perfect,163,60
2096,Male,25,looser,183,94
2097,Male,34,looser,178,91
2098,Male,18,perfect,167,75
2099,Male,32,tighter,191,102
2100,Male,22,tighter,186,100
2101,Male,39,tighter,169,78
2102,Male,34,perfect,170,87
2103,Male,38,tighter,172,84
2104,Male,47,looser,162,68
2105,Male,25,looser,178,85
2106,Male,49,tighter,176,78
2107,Male,22,tighter,181,92
2108,Male,33,looser,173,81
2109,Male,46,perfect,189,94
2110,Male,25,tighter,184,93
2111,Male,42,tighter,185,90
2112,Male,25,perfect,182,93
2113,Male,46,perfect,175,85
2114,Male,25,perfect,171,79
2115,Male,49,tighter,170,80
2116,Male,21,perfect,178,75
2117,Male,41,tighter,163,79
2118,Male,47,tighter,177,88
2119,Male,44,perfect,162,69
2120,Male,31,looser,169,83
2121,Male,45,tighter,183,90
2122,Male,39,tighter,176,95
2123,Male,22,looser,171,74
2124,Male,28,perfect,173,85
2125,Male,44,perfect,183,90
2126,Male,36,perfect,178,86
2127,Male,31,perfect,181,92
2128,Male,22,tighter,180,90
2129,Male,30,looser,176,88
2130,Male,29,looser,178,86
2131,Male,40,looser,170,78
2132,Male,18,looser,179,90
2133,Male,37,looser,168,74
2134,Male,28,tighter,170,79
2135,Male,25,perfect,173,77
2136,Male,25,looser,173,80
2137,Male,49,tighter,171,82
2138,Male,31,looser,168,76
2139,Male,43,tighter,194,103
2140,Male,43,looser,175,84
2141,Male,35,looser,184,88
2142,Male,41,tighter,172,91
2143,Male,46,tighter,169,81
2144,Male,35,perfect,179,83
2145,Male,28,looser,181,85
2146,Male,47,looser,181,93
2147,Male,30,perfect,171,81
2148,Male,45,looser,176,90
2149,Male,18,perfect,179,84
2150,Male,44,tighter,171,67
2151,Male,39,perfect,180,92
2152,Male,38,looser,176,96
2153,Male,43,perfect,186,97
2154,Male,49,looser,186,100
2155,Male,37,looser,176,84
2156,Male,33,tighter,182,99
2157,Male,18,tighter,171,75
2158,Male,48,perfect,171,80
2159,Male,19,looser,174,81
2160,Male,45,looser,181,93
2161,Male,38,looser,172,93
2162,Male,26,perfect,171,77
2163,Male,36,tighter,177,95
2164,Male,18,tighter,174,84
2165,Male,36,tighter,169,71
2166,Male,42,tighter,173,83
2167,Male,28,looser,187,90
2168,Male,27,looser,186,100
2169,Male,42,tighter,184,93
2170,Male,42,looser,171,87
2171,Male,38,perfect,177,91
2172,Male,45,perfect,165,73
2173,Male,33,perfect,173,88
2174,Male,19,looser,175,93
2175,Male,23,perfect,177,88
2176,Male,19,looser,175,78
2177,Male,26,perfect,175,79
2178,Male,44,looser,169,79
2179,Male,33,looser,176,87
2180,Male,41,tighter,181,94
2181,Male,25,perfect,178,84
2182,Male,49,perfect,183,98
2183,Male,22,tighter,175,79
2184,Male,19,perfect,169,73
2185,Male,18,perfect,172,79
2186,Male,44,perfect,161,70
2187,Male,27,perfect,171,79
2188,Male,45,perfect,179,86
2189,Male,48,perfect,174,82
2190,Male,44,perfect,170,76
2191,Male,43,tighter,176,78
2192,Male,32,perfect,152,63
2193,Male,43,looser,172,72
2194,Male,32,perfect,171,87
2195,Male,42,tighter,176,97
2196,Male,31,perfect,171,85
2197,Male,18,looser,170,81
2198,Male,38,tighter,181,92
2199,Male,49,tighter,174,84
2200,Male,33,tighter,161,68
2201,Male,28,tighter,183,89
2202,Male,34,tighter,177,83
2203,Male,39,perfect,163,75
2204,Male,44,perfect,181,86
2205,Male,36,looser,177,90
2206,Male,29,tighter,177,84
2207,Male,30,tighter,183,84
2208,Male,34,perfect,182,91
2209,Male,44,tighter,170,85
2210,Male,40,perfect,173,88
2211,Male,40,looser,170,78
2212,Male,30,perfect,166,80
2213,Male,23,looser,175,80
2214,Male,19,perfect,180,91
2215,Male,46,tighter,173,78
2216,Male,28,perfect,176,93
2217,Male,33,tighter,173,81
2218,Male,26,looser,161,74
2219,Male,47,perfect,171,79
2220,Male,26,looser,167,72
2221,Male,31,looser,182,91
2222,Male,18,tighter,164,74
2223,Male,28,looser,182,91
2224,Male,28,perfect,166,77
2225,Male,32,perfect,185,97
2226,Male,45,tighter,178,83
2227,Male,43,tighter,166,73
2228,Male,27,tighter,171,80
2229,Male,24,looser,164,75
2230,Male,32,perfect,176,78
2231,Male,44,looser,171,81
2232,Male,38,perfect,182,95
2233,Male,18,tighter,168,78
2234,Male,44,looser,172,83
2235,Male,23,tighter,165,74
2236,Male,18,looser,185,93
2237,Male,30,tighter,169,77
2238,Male,46,looser,170,82
2239,Male,30,tighter,176,82
2240,Male,47,perfect,175,82
2241,Male,39,looser,166,78
2242,Male,37,tighter,164,67
2243,Male,40,looser,175,82
2244,Male,32,tighter,159,69
2245,Male,29,tighter,172,83
2246,Male,37,perfect,171,81
2247,Male,38,perfect,165,70
2248,Male,32,perfect,177,76
2249,Male,33,looser,190,106
2250,Male,26,perfect,171,76
2251,Male,48,looser,179,84
2252,Male,21,perfect,163,71
2253,Male,35,looser,188,95
2254,Male,28,tighter,165,74
2255,Male,25,perfect,181,85
2256,Male,37,tighter,181,83
2257,Male,46,perfect,170,85
2258,Male,37,looser,176,81
2259,Male,20,perfect,174,81
2260,Male,23,looser,184,99
2261,Male,30,perfect,173,84
2262,Male,21,looser,180,86
2263,Male,48,tighter,173,82
2264,Male,38,looser,179,95
2265,Male,21,tighter,175,82
2266,Male,19,tighter,173,83
2267,Male,36,looser,180,90
2268,Male,38,perfect,178,89
2269,Male,41,tighter,157,65
2270,Male,48,perfect,175,80
2271,Male,44,looser,163,71
2272,Male,45,tighter,176,86
2273,Male,45,tighter,186,97
2274,Male,23,looser,186,94
2275,Male,22,looser,168,78
2276,Male,37,perfect,182,89
2277,Male,33,tighter,174,84
2278,Male,39,perfect,169,74
2279,Male,28,perfect,178,86
2280,Male,46,looser,178,85
2281,Male,34,perfect,186,94
2282,Male,39,tighter,163,78
2283,Male,37,looser,172,81
2284,Male,24,looser,182,90
2285,Male,43,perfect,175,86
2286,Male,42,tighter,172,79
2287,Male,41,perfect,161,72
2288,Male,28,perfect,169,85
2289,Male,24,tighter,174,84
2290,Male,27,looser,172,71
2291,Male,18,looser,160,64
2292,Male,19,perfect,171,84
2293,Male,25,looser,162,75
2294,Male,49,looser,188,98
2295,Male,37,looser,181,89
2296,Male,23,tighter,178,92
2297,Male,35,tighter,176,84
2298,Male,41,looser,158,62
2299,Male,22,tighter,181,94
2300,Male,32,perfect,180,89
2301,Male,28,tighter,161,70
2302,Male,47,tighter,169,80
2303,Male,44,looser,170,76
2304,Male,28,perfect,184,85
2305,Male,47,looser,161,63
2306,Male,25,perfect,180,83
2307,Male,27,perfect,163,70
2308,Male,33,tighter,168,79
2309,Male,48,tighter,170,76
2310,Male,23,perfect,180,92
2311,Male,36,tighter,168,76
2312,Male,39,perfect,182,91
2313,Male,24,tighter,172,82
2314,Male,37,tighter,171,81
2315,Male,38,looser,172,72
2316,Male,21,looser,165,74
2317,Male,26,looser,174,84
2318,Male,40,tighter,172,80
2319,Male,41,looser,195,102
2320,Male,39,tighter,167,73
2321,Male,21,perfect,178,83
2322,Male,44,tighter,173,83
2323,Male,33,tighter,176,84
2324,Male,22,perfect,181,86
2325,Male,30,looser,155,69
2326,Male,43,perfect,177,88
2327,Male,38,tighter,193,104
2328,Male,18,perfect,166,65
2329,Male,27,looser,171,89
2330,Male,39,tighter,178,91
2331,Male,37,perfect,168,72
2332,Male,32,perfect,172,86
2333,Male,24,looser,192,105
2334,Male,26,looser,156,60
2335,Male,19,looser,150,61
2336,Male,19,looser,168,83
2337,Male,21,tighter,180,89
2338,Male,45,looser,176,86
2339,Male,48,tighter,170,82
2340,Male,32,tighter,186,101
2341,Male,25,tighter,178,84
2342,Male,43,perfect,165,62
2343,Male,30,perfect,173,79
2344,Male,42,tighter,164,70
2345,Male,24,tighter,180,86
2346,Male,22,tighter,159,69
2347,Male,47,looser,166,68
2348,Male,25,looser,185,91
2349,Male,36,perfect,167,76
2350,Male,45,perfect,178,92
2351,Male,35,tighter,164,60
2352,Male,27,looser,167,78
2353,Male,49,perfect,164,68
2354,Male,29,perfect,170,78
2355,Male,40,tighter,177,88
2356,Male,33,looser,165,67
2357,Male,34,looser,170,81
2358,Male,23,tighter,182,85
2359,Male,27,perfect,173,86
2360,Male,26,perfect,180,90
2361,Male,21,perfect,164,72
2362,Male,36,perfect,175,78
2363,Male,36,perfect,170,78
2364,Male,25,looser,170,80
2365,Male,49,perfect,177,89
2366,Male,19,looser,174,81
2367,Male,33,tighter,178,85
2368,Male,34,tighter,158,67
2369,Male,24,looser,178,83
2370,Male,47,tighter,161,62
2371,Male,36,looser,186,89
2372,Male,24,tighter,181,89
2373,Male,47,looser,178,82
2374,Male,37,tighter,169,70
2375,Male,25,tighter,179,89
2376,Male,46,tighter,173,86
2377,Male,22,perfect,175,80
2378,Male,28,tighter,180,87
2379,Male,36,tighter,174,80
2380,Male,36,perfect,181,83
2381,Male,44,looser,188,94
2382,Male,30,tighter,176,80
2383,Male,35,looser,180,92
2384,Male,45,looser,181,92
2385,Male,43,looser,181,90
2386,Male,34,perfect,178,87
2387,Male,21,tighter,168,74
2388,Male,29,looser,189,90
2389,Male,38,tighter,183,92
2390,Male,44,looser,185,93
2391,Male,29,perfect,176,81
2392,Male,49,tighter,184,99
2393,Male,41,looser,166,72
2394,Male,47,perfect,172,78
2395,Male,48,perfect,178,86
2396,Male,25,tighter,179,96
2397,Male,25,perfect,167,80
2398,Male,35,looser,169,69
2399,Male,49,looser,189,97
2400,Male,33,perfect,161,72
2401,Male,35,perfect,177,84
2402,Male,21,looser,192,102
2403,Male,48,looser,173,83
2404,Male,44,perfect,180,93
2405,Male,22,perfect,173,83
2406,Male,27,perfect,183,97
2407,Male,35,looser,170,71
2408,Male,32,looser,176,87
2409,Male,33,looser,173,82
2410,Male,23,looser,173,88
2411,Male,30,perfect,175,81
2412,Male,49,tighter,179,83
2413,Male,23,tighter,165,76
2414,Male,30,tighter,185,92
2415,Male,24,looser,174,82
2416,Male,39,looser,175,90
2417,Male,45,perfect,190,99
2418,Male,33,perfect,160,53
2419,Male,18,perfect,163,76
2420,Male,23,tighter,175,81
2421,Male,21,perfect,170,80
2422,Male,22,perfect,164,79
2423,Male,43,tighter,177,87
2424,Male,22,perfect,170,69
2425,Male,45,looser,171,75
2426,Male,34,looser,177,89
2427,Male,26,perfect,170,89
2428,Male,31,perfect,172,78
2429,Male,26,tighter,180,88
2430,Male,49,tighter,180,86
2431,Male,34,perfect,169,77
2432,Male,42,tighter,168,77
2433,Male,25,perfect,186,94
2434,Male,19,perfect,176,82
2435,Male,42,tighter,174,78
2436,Male,39,tighter,181,93
2437,Male,49,looser,185,93
2438,Male,21,perfect,176,84
2439,Male,45,perfect,170,85
2440,Male,47,tighter,175,89
2441,Male,30,tighter,185,99
2442,Male,45,looser,179,90
2443,Male,22,tighter,175,81
2444,Male,18,perfect,178,90
2445,Male,31,looser,175,85
2446,Male,47,perfect,168,73
2447,Male,31,looser,174,79
2448,Male,22,looser,173,81
2449,Male,40,tighter,188,104
2450,Male,47,perfect,175,89
2451,Male,35,looser,186,93
2452,Male,18,tighter,178,83
2453,Male,40,tighter,188,94
2454,Male,37,perfect,171,88
2455,Male,49,tighter,168,73
2456,Male,43,perfect,175,91
2457,Male,42,perfect,172,77
2458,Male,35,looser,174,94
2459,Male,46,perfect,180,90
2460,Male,26,perfect,179,90
2461,Male,35,perfect,175,75
2462,Male,26,tighter,173,85
2463,Male,28,tighter,173,80
2464,Male,48,perfect,183,91
2465,Male,39,looser,179,88
2466,Male,24,tighter,174,84
2467,Male,25,looser,174,75
2468,Male,46,perfect,169,76
2469,Male,35,perfect,156,65
2470,Male,24,looser,160,62
2471,Male,24,perfect,164,67
2472,Male,29,looser,185,91
2473,Male,39,looser,177,92
2474,Male,29,looser,167,76
2475,Male,46,looser,169,78
2476,Male,41,perfect,158,65
2477,Male,38,tighter,176,87
2478,Male,31,looser,185,103
2479,Male,39,tighter,179,87
2480,Male,46,tighter,183,89
2481,Male,34,tighter,175,80
2482,Male,39,looser,168,75
2483,Male,20,tighter,164,67
2484,Male,39,perfect,173,74
2485,Male,25,perfect,174,86
2486,Male,29,tighter,165,78
2487,Male,34,looser,181,93
2488,Male,40,perfect,185,88
2489,Male,36,tighter,165,69
2490,Male,35,tighter,177,81
2491,Male,18,looser,182,91
2492,Male,32,looser,177,87
2493,Male,19,looser,175,88
2494,Male,40,looser,174,86
2495,Male,48,perfect,188,95
2496,Male,35,perfect,171,85
2497,Male,30,tighter,184,97
2498,Male,45,tighter,175,83
2499,Male,36,looser,174,88
2500,Male,24,looser,173,76
2501,Male,38,looser,155,55
2502,Male,41,perfect,176,74
2503,Male,45,looser,180,89
2504,Male,48,tighter,182,81
2505,Male,32,tighter,173,76
2506,Male,46,looser,164,70
2507,Male,46,looser,168,79
2508,Male,19,looser,170,74
2509,Male,20,perfect,158,73
2510,Male,19,looser,177,79
2511,Male,27,perfect,176,79
2512,Male,31,tighter,166,65
2513,Male,40,tighter,175,84
2514,Male,30,looser,164,73
2515,Male,41,looser,179,91
2516,Male,29,tighter,161,65
2517,Male,38,tighter,167,76
2518,Male,26,perfect,163,74
2519,Male,42,looser,182,84
2520,Male,47,looser,185,91
2521,Male,41,tighter,167,72
2522,Male,31,perfect,179,86
2523,Male,18,tighter,165,79
2524,Male,45,perfect,168,72
2525,Male,42,looser,167,82
2526,Male,28,looser,171,71
2527,Male,28,perfect,168,73
2528,Male,29,tighter,153,56
2529,Male,24,tighter,174,77
2530,Male,46,perfect,169,81
2531,Male,40,looser,170,83
2532,Male,25,tighter,169,74
2533,Male,32,tighter,171,78
2534,Male,30,looser,175,82
2535,Male,19,looser,176,87
2536,Male,24,tighter,181,93
2537,Male,34,tighter,178,88
2538,Male,30,looser,173,89
2539,Male,43,looser,172,86
2540,Male,18,tighter,179,78
2541,Male,38,perfect,189,96
2542,Male,42,looser,170,84
2543,Male,42,looser,171,87
2544,Male,49,looser,175,87
2545,Male,23,perfect,176,84
2546,Male,27,perfect,166,80
2547,Male,49,looser,181,78
2548,Male,36,tighter,171,79
2549,Male,19,perfect,184,96
2550,Male,43,perfect,183,86
2551,Male,41,tighter,181,87
2552,Male,27,perfect,175,77
2553,Male,28,perfect,179,84
2554,Male,47,tighter,166,64
2555,Male,33,looser,159,61
2556,Male,34,looser,173,82
2557,Male,49,tighter,167,82
2558,Male,47,perfect,175,86
2559,Male,19,tighter,180,89
2560,Male,27,looser,171,78
2561,Male,25,looser,166,75
2562,Male,38,tighter,181,94
2563,Male,22,looser,183,92
2564,Male,23,tighter,179,89
2565,Male,32,looser,178,86
2566,Male,22,perfect,183,90
2567,Male,37,perfect,177,90
2568,Male,22,tighter,178,84
2569,Male,29,looser,176,82
2570,Male,19,perfect,173,86
2571,Male,25,tighter,184,87
2572,Male,41,looser,178,93
2573,Male,34,looser,186,98
2574,Male,36,perfect,177,90
2575,Male,30,perfect,185,100
2576,Male,33,tighter,173,82
2577,Male,29,perfect,178,94
2578,Male,46,looser,174,88
2579,Male,27,looser,164,72
2580,Male,29,looser,164,71
2581,Male,36,tighter,176,85
2582,Male,40,tighter,176,89
2583,Male,18,looser,177,81
2584,Male,35,perfect,170,80
2585,Male,47,perfect,179,85
2586,Male,33,tighter,172,81
2587,Male,32,tighter,175,80
2588,Male,35,looser,172,77
2589,Male,26,tighter,169,87
2590,Male,49,perfect,178,87
2591,Male,31,tighter,176,85
2592,Male,22,looser,177,84
2593,Male,48,perfect,174,84
2594,Male,40,tighter,165,69
2595,Male,46,perfect,171,77
2596,Male,34,tighter,164,69
2597,Male,43,looser,175,86
2598,Male,29,tighter,175,81
2599,Male,22,tighter,166,79
2600,Male,39,tighter,167,75
2601,Male,43,perfect,171,70
2602,Male,39,tighter,164,66
2603,Male,30,tighter,168,70
2604,Male,22,tighter,180,87
2605,Male,45,tighter,179,96
2606,Male,43,tighter,172,80
2607,Male,27,looser,183,91
2608,Male,42,perfect,190,104
2609,Male,37,perfect,188,93
2610,Male,28,perfect,178,82
2611,Male,29,tighter,174,77
2612,Male,40,perfect,166,70
2613,Male,40,tighter,170,83
2614,Male,32,perfect,167,78
2615,Male,38,tighter,188,97
2616,Male,20,perfect,173,87
2617,Male,47,tighter,181,80
2618,Male,19,perfect,175,78
2619,Male,37,looser,166,76
2620,Male,38,tighter,169,79
2621,Male,44,looser,182,92
2622,Male,20,looser,172,77
2623,Male,21,perfect,178,83
2624,Male,33,perfect,195,95
2625,Male,43,looser,161,74
2626,Male,19,tighter,160,77
2627,Male,25,perfect,170,71
2628,Male,37,perfect,175,81
2629,Male,20,looser,178,97
2630,Male,25,perfect,178,79
2631,Male,36,looser,173,83
2632,Male,24,tighter,165,78
2633,Male,31,looser,164,61
2634,Male,28,tighter,173,85
2635,Male,30,looser,167,73
2636,Male,41,perfect,182,93
2637,Male,40,perfect,169,78
2638,Male,34,looser,173,83
2639,Male,48,perfect,185,98
2640,Male,38,tighter,173,78
2641,Male,40,perfect,174,84
2642,Male,20,tighter,166,71
2643,Male,24,perfect,181,92
2644,Male,40,looser,188,98
2645,Male,24,tighter,166,74
2646,Male,35,looser,185,88
2647,Male,21,looser,180,85
2648,Male,46,perfect,166,76
2649,Male,24,looser,176,82
2650,Male,23,looser,191,102
2651,Male,25,tighter,182,91
2652,Male,47,perfect,186,96
2653,Male,19,looser,166,80
2654,Male,22,tighter,172,80
2655,Male,36,looser,172,80
2656,Male,42,looser,169,82
2657,Male,39,perfect,185,93
2658,Male,24,perfect,178,86
2659,Male,36,perfect,184,96
2660,Male,44,perfect,175,78
2661,Male,47,tighter,176,82
2662,Male,37,perfect,157,68
2663,Male,39,looser,172,82
2664,Male,42,looser,166,77
2665,Male,42,tighter,178,83
2666,Male,29,perfect,184,92
2667,Male,41,tighter,180,85
2668,Male,33,looser,172,87
2669,Male,38,looser,185,90
2670,Male,19,perfect,172,82
2671,Male,18,tighter,174,84
2672,Male,38,looser,168,77
2673,Male,36,looser,173,77
2674,Male,25,perfect,182,94
2675,Male,31,looser,182,90
2676,Male,29,looser,180,94
2677,Male,21,tighter,167,79
2678,Male,23,looser,179,83
2679,Male,36,tighter,181,92
2680,Male,38,looser,177,84
2681,Male,25,tighter,166,79
2682,Male,34,tighter,174,85
2683,Male,35,tighter,183,95
2684,Male,36,perfect,161,63
2685,Male,23,perfect,180,92
2686,Male,24,tighter,166,73
2687,Male,48,looser,165,68
2688,Male,35,perfect,164,64
2689,Male,35,looser,177,83
2690,Male,30,looser,171,76
2691,Male,29,tighter,160,74
2692,Male,26,looser,178,81
2693,Male,49,tighter,181,86
2694,Male,49,tighter,170,79
2695,Male,49,tighter,162,72
2696,Male,19,looser,171,81
2697,Male,35,perfect,165,83
2698,Male,32,tighter,182,92
2699,Male,44,looser,183,92
2700,Male,46,tighter,183,94
2701,Male,32,tighter,185,97
2702,Male,43,looser,177,81
2703,Male,44,tighter,163,72
2704,Male,39,tighter,178,88
2705,Male,26,looser,174,80
