user_id,product_id,fit_preferences,weight,height,size_1,presentage_1,size_2,presentage_2
1624,6,perfect,70,165,M,89%,S,50%
1625,8,perfect,76,171,M,85%,L,45%
1626,4,perfect,102,188,XL,95%,L,34%
1627,1,looser,77,174,L,93%,M,44%
1628,3,looser,86,175,XL,82%,L,59%
1629,7,tighter,78,174,M,96%,S,40%
1630,9,tighter,80,172,M,96%,L,43%
1631,0,looser,86,181,XL,90%,L,45%
1632,7,tighter,87,179,L,78%,M,60%
1633,5,looser,84,173,L,71%,XL,62%
1634,3,tighter,92,181,L,95%,M,44%
1635,0,tighter,95,176,L,94%,XL,41%
1636,6,perfect,94,189,XL,91%,L,48%
1637,6,looser,88,183,XL,91%,L,48%
1638,8,tighter,93,185,L,86%,XL,44%
1639,2,tighter,79,172,M,97%,S,42%
1640,3,looser,85,171,L,73%,XL,68%
1641,7,looser,87,179,XL,85%,L,53%
1642,9,perfect,79,170,M,78%,L,62%
1644,1,perfect,71,167,M,94%,S,44%
1645,3,perfect,77,163,M,94%,L,45%
1646,1,looser,81,171,L,91%,XL,47%
1648,1,perfect,85,173,L,93%,M,44%
1649,9,looser,80,171,L,93%,XL,46%
1650,5,tighter,73,166,M,68%,S,65%
1651,1,looser,69,171,M,89%,L,49%
1652,2,perfect,58,158,S,94%,M,44%
1653,3,tighter,84,171,M,90%,L,50%
1654,5,tighter,87,176,L,69%,M,65%
1655,8,perfect,92,177,XL,68%,L,62%
1656,1,tighter,89,174,L,76%,M,62%
1657,5,perfect,86,180,L,88%,XL,45%
1658,8,perfect,93,181,XL,81%,L,49%
1659,7,tighter,72,168,M,70%,S,68%
1660,7,looser,85,175,XL,73%,L,65%
1661,3,perfect,76,172,M,87%,L,53%
1662,9,tighter,84,178,M,78%,L,62%
1663,1,tighter,90,180,L,90%,M,47%
1664,7,looser,84,178,XL,74%,L,64%
1665,1,looser,74,168,L,70%,M,68%
1666,5,looser,80,178,L,84%,XL,49%
1667,8,perfect,78,174,M,69%,L,61%
1668,5,looser,84,176,XL,69%,L,65%
1669,7,tighter,90,175,L,83%,M,55%
1670,8,looser,92,182,XL,88%,XXL,43%
1671,2,perfect,90,174,L,84%,XL,57%
1672,5,perfect,101,177,XL,93%,L,40%
1673,6,perfect,89,180,L,77%,XL,63%
1674,1,looser,76,170,L,85%,M,53%
1675,4,looser,78,171,L,93%,M,39%
1676,2,tighter,96,180,L,88%,XL,52%
1677,4,perfect,78,169,M,81%,L,49%
1678,0,looser,84,173,L,72%,XL,63%
1679,1,perfect,73,168,M,97%,L,40%
1680,0,perfect,70,167,M,91%,S,44%
1681,7,perfect,71,163,M,90%,S,48%
1682,1,looser,69,167,M,93%,L,44%
1683,2,looser,79,177,L,90%,XL,50%
1684,1,tighter,88,175,L,74%,M,64%
1685,5,perfect,87,179,L,86%,XL,47%
1686,7,looser,94,186,XL,95%,L,38%
1687,1,tighter,87,183,L,86%,M,53%
1688,7,looser,91,187,XL,95%,L,40%
1689,2,looser,95,186,XL,94%,L,38%
1690,7,looser,69,160,M,96%,S,41%
1691,3,looser,94,183,XL,82%,XXL,58%
1692,7,looser,78,180,L,90%,XL,48%
1693,4,tighter,92,182,L,94%,XL,38%
1694,3,tighter,85,169,M,90%,L,50%
1695,0,perfect,65,161,S,76%,M,58%
1696,7,looser,84,179,XL,78%,L,59%
1697,8,looser,104,192,XXL,94%,XL,37%
1698,3,tighter,82,173,M,92%,L,47%
1699,8,looser,86,178,XL,83%,L,47%
1700,8,tighter,87,181,L,78%,M,52%
1701,3,tighter,91,182,L,94%,M,45%
1702,0,tighter,93,189,L,83%,XL,52%
1703,0,looser,78,169,L,90%,M,44%
1704,7,tighter,83,172,M,91%,L,46%
1705,4,tighter,75,173,M,91%,S,40%
1706,9,looser,91,183,XL,93%,XXL,46%
1707,0,perfect,73,169,M,96%,L,39%
1708,6,perfect,81,165,M,84%,L,55%
1709,2,tighter,78,173,M,96%,S,42%
1710,4,perfect,89,178,L,77%,XL,53%
1711,5,tighter,75,175,M,93%,S,41%
1712,4,tighter,91,184,L,94%,XL,37%
1713,0,perfect,85,179,L,92%,XL,42%
1714,4,tighter,77,175,M,96%,S,36%
1715,8,perfect,81,167,M,69%,L,61%
1716,5,looser,60,154,S,82%,M,51%
1717,7,looser,76,167,L,80%,M,58%
1718,4,tighter,89,176,L,79%,M,51%
1719,5,looser,86,179,XL,81%,L,52%
1720,4,perfect,72,164,M,93%,S,39%
1721,8,looser,76,169,L,79%,M,50%
1722,5,tighter,86,180,L,73%,M,60%
1723,4,tighter,78,171,M,95%,S,37%
1724,8,looser,81,173,L,85%,XL,45%
1725,1,looser,84,170,L,80%,XL,58%
1726,0,tighter,79,172,M,96%,S,39%
1727,7,tighter,97,180,L,85%,XL,54%
1728,5,tighter,75,166,M,79%,S,54%
1729,8,perfect,79,174,L,66%,M,64%
1730,3,perfect,91,183,XL,80%,L,60%
1731,7,perfect,97,177,XL,86%,L,52%
1732,5,perfect,76,168,M,91%,L,42%
1733,9,tighter,78,171,M,95%,S,44%
1734,9,perfect,84,180,L,94%,XL,45%
1735,3,perfect,77,167,M,90%,L,49%
1736,6,tighter,83,174,M,89%,L,50%
1737,9,looser,92,177,XL,95%,XXL,43%
1738,4,looser,92,183,XL,68%,L,36%
1739,9,tighter,81,171,M,95%,L,43%
1740,3,looser,85,177,XL,81%,L,60%
1741,1,perfect,78,169,M,84%,L,54%
1742,1,perfect,88,182,L,77%,XL,61%
1743,7,tighter,82,175,M,90%,L,47%
1744,2,looser,91,174,XL,91%,L,49%
1745,3,perfect,85,173,L,93%,M,46%
1746,6,perfect,74,171,M,94%,L,45%
1747,1,tighter,86,173,M,79%,L,59%
1748,0,tighter,87,180,L,78%,M,56%
1749,6,looser,87,179,XL,86%,L,54%
1750,3,tighter,95,180,L,91%,XL,49%
1752,9,perfect,75,164,M,96%,L,42%
1753,3,looser,78,171,L,93%,M,46%
1754,4,tighter,87,179,L,76%,M,55%
1755,9,perfect,93,182,XL,87%,L,53%
1757,5,tighter,89,179,L,85%,M,48%
1758,4,tighter,80,173,M,95%,L,37%
1759,5,tighter,85,178,M,71%,L,62%
1760,8,perfect,90,182,XL,68%,L,62%
1761,2,looser,74,172,L,81%,M,60%
1762,5,perfect,68,160,M,67%,S,65%
1763,2,tighter,78,169,M,94%,S,45%
1764,4,perfect,78,167,M,85%,L,45%
1765,9,tighter,74,164,M,72%,S,68%
1766,9,tighter,87,173,M,75%,L,65%
1767,4,tighter,85,177,M,71%,L,59%
1768,4,looser,66,163,M,93%,S,38%
1769,7,looser,100,184,XL,74%,L,28%
1770,9,tighter,85,177,M,76%,L,64%
1771,4,looser,77,176,L,95%,M,37%
1772,2,tighter,86,176,M,73%,L,68%
1773,0,looser,86,176,XL,82%,L,52%
1774,2,perfect,79,175,L,74%,M,66%
1776,6,perfect,80,171,M,70%,L,68%
1777,5,perfect,96,186,XL,91%,L,42%
1778,7,perfect,91,180,XL,72%,L,66%
1779,1,looser,101,189,XL,42%,L,15%
1780,0,perfect,85,173,L,92%,M,42%
1781,9,looser,93,177,XL,93%,XXL,45%
1782,4,looser,79,170,L,94%,M,37%
1783,4,looser,86,172,XL,70%,L,60%
1784,9,perfect,98,180,XL,96%,L,42%
1785,0,perfect,86,180,L,88%,XL,46%
1786,5,perfect,98,189,XL,95%,L,38%
1787,0,tighter,82,176,M,88%,L,47%
1788,5,perfect,82,179,L,91%,M,42%
1789,7,tighter,82,172,M,93%,L,44%
1790,7,tighter,97,183,L,79%,XL,59%
1791,5,looser,79,172,L,94%,XL,39%
1793,5,looser,90,174,XL,87%,L,46%
1794,6,perfect,81,172,L,78%,M,62%
1795,9,perfect,96,187,XL,96%,XXL,42%
1796,6,perfect,77,171,M,85%,L,55%
1797,8,looser,96,187,XXL,70%,XL,60%
1798,0,perfect,76,168,M,91%,L,43%
1799,6,tighter,89,183,L,92%,M,47%
1800,8,tighter,92,181,L,92%,M,39%
1801,2,looser,89,179,XL,91%,L,49%
1802,5,perfect,74,167,M,96%,L,38%
1803,3,perfect,91,182,XL,79%,L,62%
1804,4,tighter,90,180,L,90%,M,41%
1805,6,tighter,84,177,M,80%,L,59%
1806,3,looser,89,178,XL,95%,L,44%
1807,9,perfect,78,179,L,77%,M,63%
1808,8,perfect,82,169,L,71%,M,59%
1809,2,looser,82,167,L,92%,XL,47%
1810,8,looser,76,174,L,87%,M,43%
1811,5,tighter,83,173,M,89%,L,44%
1812,3,tighter,76,173,M,93%,S,46%
1815,4,tighter,78,174,M,96%,S,36%
1816,3,tighter,90,183,L,93%,M,46%
1817,2,looser,87,180,XL,87%,L,53%
1818,0,looser,93,184,XL,84%,XXL,51%
1819,0,tighter,88,178,L,79%,M,56%
1820,1,tighter,97,183,L,79%,XL,59%
1821,9,tighter,99,183,XL,70%,L,68%
1822,1,tighter,79,177,M,94%,L,43%
1823,1,tighter,85,175,M,80%,L,59%
1824,9,looser,69,163,M,96%,L,43%
1825,5,tighter,84,176,M,80%,L,53%
1826,1,tighter,77,164,M,85%,S,53%
1827,8,looser,94,181,XL,81%,XXL,49%
1828,0,perfect,78,174,M,72%,L,63%
1829,6,looser,71,171,M,80%,L,60%
1830,8,tighter,91,176,L,84%,M,46%
1831,8,looser,79,168,L,90%,M,41%
1832,7,perfect,80,172,L,71%,M,67%
1833,9,perfect,78,172,M,78%,L,62%
1834,8,looser,75,168,L,72%,M,58%
1835,2,perfect,88,179,L,83%,XL,57%
1836,0,tighter,86,173,M,78%,L,57%
1837,0,looser,89,179,XL,95%,L,40%
1838,9,perfect,97,182,XL,96%,L,43%
1839,0,tighter,94,181,L,91%,XL,43%
1840,2,perfect,73,165,M,96%,S,43%
1841,9,perfect,78,168,M,86%,L,54%
1842,0,perfect,91,182,XL,76%,L,58%
1843,0,looser,80,173,L,91%,XL,44%
1844,4,tighter,81,177,M,89%,L,42%
1845,5,tighter,90,185,L,94%,M,39%
1846,9,perfect,77,174,M,79%,L,61%
1847,3,looser,82,177,L,77%,XL,64%
1848,2,tighter,75,166,M,82%,S,59%
1849,5,tighter,79,174,M,96%,L,38%
1850,5,looser,71,168,M,84%,L,49%
1851,2,perfect,89,183,XL,71%,L,69%
1852,1,perfect,78,172,M,78%,L,60%
1853,3,perfect,95,182,XL,93%,L,47%
1854,7,perfect,88,180,L,81%,XL,57%
1855,7,looser,99,184,XL,81%,L,31%
1856,9,tighter,93,180,L,94%,XL,44%
1857,9,tighter,99,178,L,80%,XL,60%
1858,4,tighter,94,181,L,91%,XL,40%
1859,3,tighter,101,192,XL,93%,L,47%
1860,1,perfect,89,181,L,74%,XL,64%
1861,3,perfect,72,169,M,96%,S,43%
1862,5,perfect,91,180,XL,69%,L,64%
1863,1,tighter,87,179,L,78%,M,60%
1865,8,tighter,66,162,S,94%,M,37%
1866,6,looser,83,174,L,78%,XL,62%
1867,9,perfect,84,170,L,87%,M,53%
1868,8,tighter,73,168,M,71%,S,59%
1869,0,perfect,90,177,L,76%,XL,59%
1870,4,looser,76,166,L,76%,M,55%
1871,3,looser,83,170,L,85%,XL,56%
1872,2,tighter,91,181,L,94%,M,45%
1873,6,tighter,91,176,L,88%,M,51%
1874,9,tighter,88,174,L,72%,M,68%
1875,8,perfect,81,176,L,81%,M,49%
1876,5,tighter,84,175,M,82%,L,51%
1877,7,looser,84,174,L,70%,XL,67%
1878,9,looser,71,164,M,91%,L,49%
1879,4,tighter,76,170,M,90%,S,41%
1880,2,looser,83,175,L,75%,XL,66%
1881,0,perfect,71,162,M,87%,S,47%
1882,2,tighter,68,170,S,78%,M,62%
1883,5,perfect,87,177,L,89%,XL,44%
1884,5,tighter,84,180,M,71%,L,62%
1885,1,perfect,98,185,XL,94%,L,43%
1886,9,tighter,92,188,L,89%,XL,51%
1887,7,tighter,85,178,M,73%,L,65%
1888,7,looser,95,181,XL,95%,L,39%
1889,3,looser,77,174,L,93%,M,46%
1890,0,looser,80,171,L,93%,XL,42%
1891,3,tighter,95,182,L,88%,XL,52%
1892,3,looser,88,174,XL,89%,L,51%
1893,7,tighter,78,169,M,94%,S,44%
1894,8,perfect,88,185,L,66%,XL,64%
1895,5,looser,92,186,XL,95%,L,37%
1896,6,tighter,89,182,L,91%,M,49%
1898,8,looser,95,180,XL,78%,XXL,52%
1899,9,looser,103,183,XXL,90%,XL,49%
1900,6,tighter,95,183,L,87%,XL,53%
1901,4,looser,86,173,XL,72%,L,59%
1902,6,tighter,77,172,M,94%,S,44%
1903,9,tighter,60,156,S,95%,M,40%
1904,1,tighter,87,174,M,70%,L,64%
1905,1,looser,96,181,XL,95%,L,38%
1906,2,tighter,93,181,L,94%,XL,45%
1907,6,tighter,89,182,L,91%,M,49%
1908,7,looser,93,183,XL,96%,L,40%
1909,8,looser,82,178,L,70%,XL,60%
1910,9,tighter,83,173,M,90%,L,49%
1911,1,perfect,74,169,M,95%,L,42%
1912,2,perfect,72,171,M,96%,L,42%
1913,7,looser,84,177,XL,72%,L,66%
1914,6,looser,78,171,L,93%,M,45%
1915,2,tighter,75,166,M,82%,S,59%
1916,8,tighter,61,156,S,97%,XS,35%
1917,1,tighter,99,186,XL,74%,L,64%
1918,6,looser,76,163,L,72%,M,68%
1919,3,tighter,86,176,M,73%,L,67%
1920,0,looser,87,178,XL,89%,L,45%
1921,9,tighter,70,160,S,85%,M,55%
1922,1,looser,76,171,L,87%,M,51%
1923,0,perfect,104,196,XXL,80%,XL,55%
1924,7,tighter,79,176,M,95%,L,42%
1925,4,tighter,83,180,M,75%,L,56%
1926,7,perfect,83,172,L,86%,M,52%
1927,2,perfect,82,175,L,88%,M,52%
1928,2,looser,101,190,XL,42%,L,15%
1929,9,looser,66,166,M,95%,S,43%
1930,8,perfect,73,171,M,93%,L,38%
1931,2,perfect,78,167,M,87%,L,53%
1932,4,tighter,77,171,M,93%,S,38%
1933,6,tighter,81,177,M,91%,L,48%
1934,4,perfect,86,181,L,86%,XL,45%
1935,1,perfect,88,181,L,79%,XL,59%
1936,2,perfect,73,165,M,96%,S,43%
1937,5,perfect,91,181,XL,71%,L,62%
1938,2,perfect,80,170,M,72%,L,69%
1939,3,tighter,63,162,S,94%,M,45%
1940,9,looser,87,180,XL,92%,L,47%
1941,6,perfect,82,173,L,84%,M,56%
1942,6,perfect,80,174,L,77%,M,63%
1943,9,perfect,50,152,S,81%,M,32%
1944,4,perfect,84,173,L,90%,M,41%
1945,4,looser,77,173,L,92%,M,39%
1946,5,tighter,99,190,XL,78%,L,56%
1947,5,tighter,89,173,L,72%,M,61%
1948,6,tighter,71,165,S,77%,M,63%
1949,8,perfect,94,179,XL,82%,L,48%
1950,5,tighter,102,189,XL,85%,L,48%
1951,2,tighter,69,158,S,89%,M,51%
1952,4,tighter,73,169,M,75%,S,55%
1953,0,tighter,88,178,L,79%,M,56%
1954,8,perfect,82,180,L,90%,M,41%
1955,3,looser,108,193,XXL,94%,XL,38%
1958,9,perfect,79,172,M,73%,L,67%
1959,7,tighter,77,176,M,96%,S,41%
1960,5,perfect,98,186,XL,94%,L,40%
1961,6,looser,75,168,L,77%,M,63%
1962,9,looser,95,182,XL,79%,XXL,61%
1963,6,tighter,77,170,M,93%,S,46%
1964,3,tighter,82,174,M,91%,L,48%
1965,8,perfect,87,179,L,83%,XL,47%
1966,8,tighter,86,177,M,66%,L,64%
1967,3,looser,77,171,L,91%,M,49%
1968,3,perfect,85,175,L,95%,M,44%
1970,9,tighter,79,172,M,96%,S,42%
1971,8,tighter,68,168,S,82%,M,48%
1972,5,looser,78,171,L,93%,M,41%
1973,0,tighter,89,172,L,70%,M,65%
1975,4,perfect,89,180,L,72%,XL,58%
1976,1,perfect,91,183,XL,76%,L,62%
1977,6,tighter,81,171,M,96%,L,43%
1978,5,perfect,88,177,L,86%,XL,48%
1979,1,looser,84,172,L,74%,XL,60%
1980,9,perfect,72,160,M,89%,S,51%
1981,3,looser,84,179,XL,79%,L,61%
1983,8,perfect,75,168,M,91%,L,40%
1984,5,looser,82,178,L,72%,XL,61%
1985,8,perfect,82,171,L,76%,M,54%
1986,2,tighter,82,173,M,92%,L,47%
1989,8,tighter,96,181,L,82%,XL,47%
1990,7,perfect,91,183,XL,76%,L,62%
1991,4,perfect,74,171,M,93%,L,39%
1992,5,perfect,68,161,M,70%,S,63%
1993,2,looser,94,183,XL,96%,L,40%
1994,2,looser,77,166,L,84%,M,56%
1995,2,perfect,68,162,M,76%,S,64%
1996,5,looser,82,169,L,89%,XL,44%
1997,1,looser,97,184,XL,91%,L,35%
1998,4,perfect,89,170,L,91%,XL,40%
1999,5,tighter,86,176,M,70%,L,63%
2000,4,tighter,78,165,M,89%,S,42%
